STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,22700000,,
9508.T,1566.537598,4100,1443.094238,-506117.7734,-7.88,2010-09-28,2010-10-12,9,42.05173633,40.9552801,541.9849082,15611479.75,-31.22696145,
2146.T,134.6283875,31200,123.6658173,-342032.1899,-8.14,2010-09-29,2010-10-14,10,17.6469831,13.48413053,499.3691658,15269447.56,-32.73371118,
6645.T,1629.600464,3300,1622.877197,-22186.77979,-0.41,2010-10-05,2010-10-28,17,57.7757712,54.26732992,377.7582993,15247260.78,-32.8314503,
4536.T,453.9985962,200,423.8959351,-6020.532227,-6.63,2010-10-06,2010-10-28,16,27.54578867,20.75389069,554.2915291,15241240.25,-32.85797247,
7649.T,1670.988892,1800,1545.555176,-225780.6885,-7.51,2010-10-13,2010-11-01,13,46.32768753,31.48552388,548.5913675,15015459.56,-33.85260105,
2875.T,1402.815552,2200,1406.919678,9029.077148,0.29,2010-10-18,2010-11-04,13,18.29979861,15.42490714,638.2098588,15024488.64,-33.81282538,-19.00207675
6479.T,378.0175476,6000,392.9393005,89530.51758,3.95,2010-10-14,2010-11-15,22,54.58057657,48.84712761,473.4366651,15114019.16,-33.41841782,
6326.T,580.2940063,5500,602.4608154,121917.45,3.82,2010-11-04,2010-11-16,8,11.99763721,7.790549163,550.8646417,15235936.61,-32.88133654,
5857.T,563.8447266,5700,516.4014893,-270426.4526,-8.41,2010-11-05,2010-11-22,11,28.9722739,18.03595557,663.9905581,14965510.15,-34.0726425,
7747.T,75.73054504,31600,77.10122681,43313.5437,1.81,2010-11-15,2010-11-24,7,57.95119771,45.50239218,269.3907052,15008823.7,-33.88183394,
7951.T,822.8411255,3800,839.480957,63231.35986,2.02,2010-11-10,2010-11-26,12,49.4117835,35.29899928,615.1436417,15072055.06,-33.60328169,
3038.T,54.84570694,57800,53.7355957,-64164.42947,-2.02,2010-11-08,2010-11-30,16,62.30163252,42.73392634,615.4196038,15007890.63,-33.88594438,
7733.T,517.7573242,6400,542.1603394,156179.2969,4.71,2010-11-17,2010-11-30,9,54.36496554,48.63487242,41.37672886,15164069.92,-33.19792985,
4613.T,656.867981,4400,659.4508057,11364.42871,0.39,2010-11-22,2010-12-06,10,57.45440471,45.41809306,337.5239442,15175434.35,-33.14786629,
2146.T,130.204895,25000,137.3209839,177902.2217,5.47,2010-12-02,2010-12-13,7,41.98387242,31.88832012,458.1380546,15353336.57,-32.36415606,
9531.T,1384.254272,2000,1388.046753,7584.960938,0.27,2010-12-06,2010-12-15,7,14.15780202,13.33674149,431.0573214,15360921.53,-32.33074214,
7177.T,225.0519409,11000,227.1421814,22992.64526,0.93,2010-11-25,2010-12-20,17,30.47612974,27.46061604,441.6149099,15383914.18,-32.22945295,
3141.T,194.9079895,16400,190.9404144,-65068.2312,-2.04,2010-11-29,2010-12-20,15,69.3331106,66.07666014,468.6462364,15318845.95,-32.51609714,
3148.T,462.1601868,7200,489.3940735,196083.9844,5.89,2010-12-01,2010-12-24,17,11.93314988,7.603141795,360.8414843,15514929.93,-31.65229104,
4848.T,168.4472961,16800,151.6407623,-282349.7681,-9.98,2010-12-21,2010-12-28,4,62.08271158,61.66260256,453.2858999,15232580.17,-32.89612262,
6752.T,932.6885986,3000,931.9060059,-2347.77832,-0.08,2010-12-15,2011-01-07,16,18.88119371,16.68577061,427.7340596,15230232.39,-32.90646526,
7947.T,904.885498,3100,915.0411377,31482.48291,1.12,2011-01-04,2011-01-07,3,42.6031562,41.33469526,515.0288012,15261714.87,-32.7677759,
6981.T,313.831665,10100,333.8279724,201962.7045,6.37,2010-12-27,2011-01-12,12,84.69726803,82.95760382,227.1254827,15463677.57,-31.87807236,
3116.T,1100.593262,2600,1092.306885,-21544.58008,-0.75,2010-12-29,2011-01-20,16,19.7511913,11.07052286,523.8556811,15442132.99,-31.9729824,
5108.T,1167.164795,2300,1068.796143,-226247.9004,-8.43,2011-01-11,2011-01-20,7,46.67419304,31.6051009,616.8567018,15215885.09,-32.96966919,
1417.T,407.3880005,8700,464.6877747,498508.0353,14.07,2010-12-13,2011-01-26,31,56.31770453,40.79728414,548.994182,15714393.13,-30.77359855,
6758.T,2686.498779,1100,2516.590088,-186899.5605,-6.32,2011-01-07,2011-01-31,16,47.11197948,32.30211067,619.9359805,15527493.57,-31.59694463,
3549.T,201.3560333,16800,205.3689728,67417.38281,1.99,2011-01-13,2011-02-01,13,43.46089591,42.65367449,646.0392738,15594910.95,-31.29995176,
9735.T,3003.665283,600,3015.173584,6904.980469,0.38,2011-01-24,2011-02-03,7,48.46153611,33.02043685,540.5119921,15601815.93,-31.26953334,
4552.T,224.3813477,23200,206.9822693,-403658.6182,-7.75,2011-01-27,2011-02-03,4,13.62334409,9.289513886,513.5466871,15198157.31,-33.04776514,
9069.T,197.6530609,15800,201.1329041,54981.52161,1.76,2011-02-01,2011-02-17,10,30.47616233,23.26292369,688.3116981,15253138.84,-32.80555579,
5020.T,352.3121948,8700,357.8171082,47892.74597,1.56,2011-02-02,2011-02-21,11,35.74070471,26.83470079,495.975032,15301031.58,-32.59457453,
3941.T,412.925293,5700,412.925293,0,0,2011-01-25,2011-02-22,18,46.87522941,33.33786418,483.7226582,15301031.58,-32.59457453,
8306.T,286.334198,11300,290.1776428,43430.92651,1.34,2011-02-07,2011-02-22,11,36.24997029,25.39241007,639.5545956,15344462.51,-32.40324886,
8303.T,965.2531128,3500,974.5343628,32484.375,0.96,2011-02-04,2011-02-25,15,40.42015802,24.55461597,646.3259799,15376946.88,-32.26014589,
3038.T,60.69631577,100,61.44639206,75.00762939,1.24,2011-03-03,2011-03-04,1,49.31147325,48.47961536,536.7368126,15377021.89,-32.25981546,
4543.T,984.647644,4200,1022.095093,157279.2847,3.8,2011-02-28,2011-03-08,6,64.26992643,52.19233167,31.10202187,15534301.18,-31.56695518,
3407.T,410.1062927,7800,404.4787903,-43894.51904,-1.37,2011-02-17,2011-03-10,15,53.96224759,43.51531935,385.7728636,15490406.66,-31.7603231,
9983.T,3801.444092,1600,3386.633789,-663696.4844,-10.91,2011-02-25,2011-03-14,11,78.84347288,70.38635824,228.468797,14826710.17,-34.68409616,
4403.T,643.5325928,3000,555.1438599,-265166.1987,-13.73,2011-03-01,2011-03-14,9,16.56628649,9.905454672,644.6608169,14561543.97,-35.85222919,
4612.T,107.7325439,100,90.55779266,-1717.475128,-15.94,2011-03-04,2011-03-14,6,46.46619566,41.17296509,405.585774,14559826.5,-35.85979516,
2175.T,114.8521881,37400,89.31652832,-955033.6761,-22.23,2011-03-09,2011-03-14,3,65.56341492,62.42125545,266.679063,13604792.82,-40.06699197,
2146.T,192.7109375,8900,177.1325073,-138648.0286,-8.08,2011-03-25,2011-03-28,1,25.682327,20.70733267,577.1898407,13466144.79,-40.67777624,
4543.T,922.9694214,1900,931.1238403,15493.396,0.88,2011-03-28,2011-03-29,1,39.04247663,37.1063322,456.7413436,13481638.19,-40.6095234,
8850.T,212.6755981,5000,226.5133362,69188.69019,6.51,2011-03-18,2011-03-31,9,32.74914231,28.37924142,738.063836,13550826.88,-40.3047274,
4922.T,1882.27417,500,1740.753662,-70760.25391,-7.52,2011-03-16,2011-04-04,13,35.33275809,31.01533877,572.3837114,13480066.63,-40.61644658,
9613.T,421.637146,3100,411.7867432,-30536.24878,-2.34,2011-03-22,2011-04-12,14,22.2985932,13.83731323,644.0824648,13449530.38,-40.7509675,
1407.T,170.9100296,6600,197.15009,173184.3988,15.35,2011-04-14,2011-04-15,1,82.32576239,77.79749908,249.2866471,13622714.78,-39.98804064,
7733.T,536.3686523,14100,525.2424927,-156878.8513,-2.07,2011-03-31,2011-04-21,14,57.8048593,53.69194275,15.99808746,13465835.92,-40.6791369,
8410.T,115.5875702,13300,104.4083328,-148683.857,-9.67,2011-04-08,2011-04-21,9,67.23783448,65.06516936,131.3251196,13317152.07,-41.33413186,
9509.T,1229.678833,800,1176.640381,-42430.76172,-4.31,2011-04-13,2011-05-10,15,44.14714306,41.85112831,346.507622,13274721.31,-41.52105152,
2670.T,464.8332825,3800,476.493103,44307.31812,2.51,2011-04-20,2011-05-13,13,50.72359577,44.57381954,21.53129403,13319028.62,-41.32586509,
6465.T,611.0924072,3900,635.5197754,95266.73584,4,2011-04-21,2011-05-13,12,51.13912076,41.17073703,409.6629353,13414295.36,-40.90618784,
4694.T,944.0437622,1000,872.3702393,-71673.52295,-7.59,2011-05-10,2011-05-13,3,43.03649732,32.320162,666.9920953,13342621.84,-41.22193024,
5423.T,727.0894165,5000,657.1289673,-349802.2461,-9.62,2011-04-28,2011-05-16,10,14.98553496,14.32176149,594.6971409,12992819.59,-42.76290929,
6965.T,1364.594971,2000,1417.333008,105476.0742,3.86,2011-04-27,2011-05-17,12,23.63628415,22.55648381,654.8382571,13098295.66,-42.29825698,
7282.T,1269.599121,2100,1276.265259,13998.88916,0.53,2011-05-24,2011-05-26,2,45.78202068,44.09656461,433.5177257,13112294.55,-42.23658787,
9064.T,1049.151367,2500,1044.0625,-12722.16797,-0.49,2011-05-18,2011-06-08,14,17.91916172,16.65385536,621.4865469,13099572.39,-42.29263266,
6754.T,514.5325928,6800,523.0697021,58052.34375,1.66,2011-05-31,2011-06-10,7,58.09501665,46.98393744,548.649045,13157624.73,-42.03689546,
4182.T,879.9332886,1900,811.276001,-130448.8464,-7.8,2011-06-01,2011-06-16,10,34.57132042,21.58904436,595.2248183,13027175.88,-42.61155999,
2267.T,943.8740845,5600,940.916626,-16561.76758,-0.31,2011-05-26,2011-06-17,15,49.54401706,45.39523459,512.0417176,13010614.12,-42.68451931,
2413.T,243.2866821,5400,224.142807,-103376.9257,-7.87,2011-06-08,2011-06-20,8,85.59022647,82.00641166,124.5980478,12907237.19,-43.13992427,
9684.T,1053.432983,900,1189.759277,122693.6646,12.94,2011-06-20,2011-06-29,7,25.13404383,16.80177467,42.83491152,13029930.85,-42.59942355,
9613.T,408.0995789,5700,473.1274719,370658.9905,15.93,2011-06-14,2011-07-08,17,9.97376902,7.067990376,600.0494032,13400589.84,-40.96656456,
8331.T,359.979126,3300,388.0195618,92533.43811,7.79,2011-06-21,2011-07-08,12,27.18372963,26.3893349,84.74413903,13493123.28,-40.55892827,
6856.T,1940.370117,1300,2093.034668,198463.916,7.87,2011-06-10,2011-07-11,20,24.87069362,18.67973728,573.4377481,13691587.2,-39.68463789,
6890.T,1425.736572,2700,1305.987549,-323322.3633,-8.4,2011-07-08,2011-07-12,2,8.317837347,4.882696206,516.7768586,13368264.84,-41.10896548,
2702.T,1841.015137,1100,1839.236084,-1956.958008,-0.1,2011-06-22,2011-07-13,14,21.03884292,13.85501054,549.677262,13366307.88,-41.11758644,
3774.T,329.2589722,15000,319.4628296,-146942.1387,-2.98,2011-06-29,2011-07-21,15,43.75837343,41.94627633,506.6930801,13219365.74,-41.76490864,
7550.T,905.1253052,1600,916.7755127,18640.33203,1.29,2011-07-13,2011-07-25,8,33.97727839,22.57186266,622.6966668,13238006.07,-41.68279264,
6750.T,240.5908966,7300,272.9392395,236142.9031,13.45,2011-07-20,2011-07-25,3,43.80671851,35.73194301,486.2421806,13474148.97,-40.64251553,
6361.T,1843.591064,800,1687.095703,-125196.2891,-8.49,2011-07-22,2011-08-05,10,53.73623545,38.95972821,493.445519,13348952.69,-41.19404103,
9449.T,296.4611511,23100,269.2187805,-629298.761,-9.19,2011-07-26,2011-08-05,8,45.57685886,37.01408854,542.5174926,12719653.92,-43.96628227,
2651.T,2873.694336,600,2806.236572,-40474.6582,-2.35,2011-07-15,2011-08-08,16,70.40013563,64.19547835,335.8376996,12679179.27,-44.14458473,
7309.T,3642.0896,900,3362.270996,-251836.7432,-7.68,2011-08-01,2011-08-18,13,6.587103546,3.603631296,462.1809295,12427342.52,-45.2539977,
9787.T,1237.111816,800,1271.716187,27683.49609,2.8,2011-08-15,2011-08-22,5,22.91827039,17.63442774,696.7589635,12455026.02,-45.13204397,
9532.T,1168.200684,700,1187.54187,13538.83057,1.66,2011-08-10,2011-08-26,12,20.75236694,11.14636627,663.3645866,12468564.85,-45.07240154,
6750.T,218.7557526,15700,256.7650146,596745.4147,17.38,2011-08-25,2011-09-02,6,11.49351144,5.418600724,544.5598099,13065310.26,-42.44356712,
8411.T,698.0975952,1900,673.81604,-46134.95483,-3.48,2011-08-16,2011-09-06,15,10.47620721,10.43605505,651.726024,13019175.31,-42.6468048,
8194.T,1115.411377,3100,1202.472534,269889.5874,7.81,2011-08-23,2011-09-07,11,45.31250373,38.84279654,18.37817766,13289064.9,-41.45786389,
8279.T,1192.375366,2600,1194.53125,5605.297852,0.18,2011-09-07,2011-09-12,3,73.89767869,71.08422942,279.8202898,13294670.19,-41.43317095,
6920.T,114.0560684,100,104.5956955,-946.0372925,-8.29,2011-08-29,2011-09-14,11,63.40329035,52.75430205,71.99005496,13293724.16,-41.43733851,
9513.T,1524.695313,2000,1531.532349,13674.07227,0.45,2011-09-08,2011-09-14,3,65.27029293,63.42292541,334.8441144,13307398.23,-41.37710031,
7267.T,265.4122009,15900,265.3035583,-1727.416992,-0.04,2011-08-26,2011-09-16,14,8.201274905,4.201739821,671.8773924,13305670.81,-41.38471008,
6465.T,739.4385376,3900,763.8655396,95265.30762,3.3,2011-09-09,2011-09-16,4,68.65273646,57.54651932,126.43344,13400936.12,-40.96503912,
8194.T,1267.040405,2300,1315.67627,111862.4878,3.84,2011-09-16,2011-09-27,7,80.22600305,77.33474107,293.4454833,13512798.61,-40.47225283,
2413.T,287.75354,10800,295.9323425,88331.06689,2.84,2011-09-13,2011-09-28,11,59.69978901,40.86174657,354.2589854,13601129.67,-40.08312919,
8572.T,135.6510315,11400,136.0144348,4142.797852,0.27,2011-09-15,2011-09-28,9,79.88304475,68.63888316,378.1906345,13605272.47,-40.06487897,
3861.T,311.4464722,9400,323.5148621,113442.865,3.87,2011-09-21,2011-10-03,8,61.09846143,46.70502498,477.6013759,13718715.34,-39.56513067,
4716.T,1896.57251,2500,1916.255371,49207.15332,1.04,2011-09-28,2011-10-07,6,52.67379624,36.81505635,429.8598117,13767922.49,-39.34835907,
4062.T,1340.662109,2200,1515.782349,385264.5264,13.06,2011-10-06,2011-10-12,4,24.63263393,22.47575798,61.48908634,14153187.02,-37.65115851,
4502.T,2253.634033,2600,2222.804443,-80156.93359,-1.37,2011-09-27,2011-10-19,15,64.13766268,54.46697894,369.7827373,14073030.08,-38.00427276,
1861.T,527.2631226,100,542.770813,1550.769043,2.94,2011-09-29,2011-10-21,15,16.25001818,10.74229979,585.0730407,14074580.85,-37.99744118,
3064.T,45.55971527,100,43.76054764,-179.9167633,-3.95,2011-09-30,2011-10-24,15,33.4705277,19.29076979,128.6874123,14074400.94,-37.99823376,-6.323594264
8053.T,585.9570313,5700,609.4918823,134148.6511,4.02,2011-10-13,2011-11-08,18,49.79734322,27.60626951,420.8569186,14208549.59,-37.40727054,
3088.T,140.8092041,100,141.2862091,47.70050049,0.34,2011-10-27,2011-11-09,9,6.671586705,5.228223007,544.3171108,14208597.29,-37.40706041,
9433.T,663.5326538,7300,683.3917847,144971.6553,2.99,2011-10-07,2011-11-11,25,19.95175178,13.76472995,497.1554533,14353568.94,-36.76841875,
3941.T,428.967804,13500,427.4385071,-20645.50781,-0.36,2011-10-19,2011-11-11,17,31.94445571,24.67120601,439.2634921,14332923.44,-36.85936813,
3861.T,307.604248,200,296.239563,-2272.937012,-3.69,2011-10-24,2011-11-15,16,35.38448553,34.11961006,501.4654272,14330650.5,-36.86938107,
6273.T,11292.16504,200,11355.96289,12759.57031,0.56,2011-11-17,2011-11-28,7,48.15204942,42.12694903,481.0029561,14343410.07,-36.8131715,
5714.T,2034.960938,1800,2058.808105,42924.90234,1.17,2011-11-14,2011-11-29,11,78.59675149,72.15904064,272.0494429,14386334.97,-36.62407502,
4912.T,378.236908,9200,375.6812439,-23512.10938,-0.68,2011-11-09,2011-12-01,16,12.58169779,10.50606356,696.5854145,14362822.86,-36.72765259,
6268.T,1287.783813,4400,1292.444336,20506.29883,0.36,2011-11-29,2011-12-08,7,18.27251615,10.23723678,639.8069622,14383329.16,-36.63731647,
5713.T,1441.134033,1700,1475.755615,58856.68945,2.4,2011-11-28,2011-12-09,9,11.25011604,7.061867373,432.4546094,14442185.85,-36.3780359,
6506.T,600.9506836,3500,606.1762085,18289.33716,0.87,2011-12-01,2011-12-12,7,43.92913936,24.25727144,607.9051103,14460475.19,-36.29746614,
8892.T,17.22914886,119900,11.31772101,-708780.1999,-34.31,2011-12-02,2011-12-15,9,8.861689967,6.348585703,535.9329427,13751694.99,-39.41984587,
9432.T,0.000279183,7382417400,0.000283562,32330.55055,1.57,2011-12-05,2011-12-20,11,20.28169054,14.92889921,753.1919665,13784025.54,-39.27742054,
6727.T,250.108139,41200,224.5018311,-1054979.889,-10.24,2011-12-12,2011-12-22,8,76.17076812,58.92623711,418.8262521,12729045.65,-43.92490904,
1878.T,4356.254883,200,4356.254883,0,0,2011-12-20,2012-01-13,15,25.42444096,24.16978164,99.46238523,12729045.65,-43.92490904,
4911.T,1214.020996,800,1183.799927,-24176.85547,-2.49,2011-12-21,2012-01-16,15,35.92578994,28.07386989,308.625046,12704868.79,-44.03141501,
6302.T,1621.972534,2300,1756.229858,308791.8457,8.28,2011-12-26,2012-01-24,17,34.06249718,25.89584561,456.5677803,13013660.64,-42.67109851,
3254.T,208.7110291,17200,226.4185944,304570.1233,8.48,2011-12-29,2012-01-27,17,28.82336451,18.24396535,541.2393655,13318230.76,-41.3293799,
6954.T,2234.64082,1500,2441.411523,310156.0547,9.25,2011-12-30,2012-01-27,16,19.99997393,15.64465424,492.5698174,13628386.82,-39.96305367,
5706.T,1488.217285,300,1605.515259,35189.39209,7.88,2012-01-17,2012-01-27,5,43.49419198,27.0589014,594.0693391,13663576.21,-39.80803432,
4716.T,1813.623901,400,1881.1073,26993.35938,3.72,2012-01-13,2012-02-07,14,20.64371544,14.68939438,365.2295241,13690569.57,-39.68912084,
9022.T,788.5787964,6100,791.0204468,14894.06738,0.31,2012-01-25,2012-02-07,9,30.58823598,24.83245057,470.7139302,13705463.64,-39.62350821,
8698.T,94.93830109,100,103.2165222,827.822113,8.72,2012-02-02,2012-02-10,6,87.58849562,86.17394865,2.509340724,13706291.46,-39.61986142,
2181.T,5.214595795,1400,5.365943432,211.886692,2.9,2012-02-06,2012-02-17,9,84.03171129,82.16338908,31.61200686,13706503.34,-39.618928,
4612.T,108.8763657,100,110.9870453,211.0679626,1.94,2012-02-08,2012-02-17,7,65.66098805,53.69687017,357.7905806,13706714.41,-39.61799818,
6670.T,48.18807983,200,54.61316299,1285.016632,13.33,2012-02-13,2012-02-21,6,50.7691699,47.84609092,314.3337499,13707999.43,-39.61233732,
3141.T,211.2279053,100,214.7853699,355.74646,1.68,2012-02-17,2012-02-21,2,81.39917948,78.99204839,103.9598032,13708355.18,-39.61077015,
8174.T,345.6554871,16100,345.1174927,-8661.709595,-0.16,2012-02-07,2012-02-28,15,74.49357178,70.26832909,363.9051379,13699693.47,-39.64892746,
6323.T,201.8259125,100,205.24646,342.0547485,1.69,2012-02-21,2012-02-29,6,71.70674466,66.20335534,365.6937185,13700035.52,-39.64742061,
4523.T,2312.196777,3500,2403.804932,320628.54,3.96,2012-02-01,2012-03-01,21,48.46137779,36.44189207,651.7250921,14020664.06,-38.23496008,
4612.T,113.8012924,100,114.3289719,52.76794434,0.46,2012-02-22,2012-03-02,7,94.53574669,93.18687663,20.55078154,14020716.83,-38.23472763,
9715.T,798.5133057,3500,801.5378418,10585.87646,0.38,2012-02-28,2012-03-09,8,63.857212,51.12559921,440.1509723,14031302.71,-38.18809381,
9531.T,1465.415771,5800,1496.511963,180357.9102,2.12,2012-03-02,2012-03-09,5,78.12490994,69.96966851,309.110272,14211660.62,-37.39356557,
4849.T,338.9506531,7900,402.0767517,498696.1792,18.62,2012-03-08,2012-03-15,5,27.07485856,22.0592033,595.2615577,14710356.79,-35.1966661,
6326.T,658.9111938,4800,663.7559204,23254.6875,0.74,2012-03-15,2012-03-27,8,63.63067427,51.46195668,566.4094459,14733611.48,-35.09422255,
3003.T,269.4120789,32100,262.3015137,-228249.1425,-2.64,2012-03-09,2012-04-02,16,12.04963694,9.479620191,573.772625,14505362.34,-36.09972538,
6981.T,292.0679626,100,300.8652039,879.7241211,3.01,2012-03-16,2012-04-03,12,43.85499018,34.55598625,531.4558731,14506242.06,-36.09584994,
8876.T,195.4667053,16300,201.2208405,93792.40265,2.94,2012-03-27,2012-04-03,5,71.85920532,64.82591818,309.6131618,14600034.47,-35.68266755,
8725.T,1139.801758,2500,1069.449341,-175881.0425,-6.17,2012-03-14,2012-04-05,15,62.24859939,47.20317236,604.4878289,14424153.42,-36.4574739,
6857.T,149.5220795,18700,169.1764069,367535.9222,13.14,2012-04-25,2012-05-02,4,21.00492908,14.28964868,602.2725546,14791689.35,-34.83837292,
6361.T,1140.522095,2600,1225.867554,221898.1934,7.48,2012-04-12,2012-05-09,18,25.04523199,16.70403571,543.0519758,15013587.54,-33.86084784,
3254.T,268.9025574,10700,269.3109436,4369.732666,0.15,2012-04-13,2012-05-09,17,23.34948715,10.00335033,705.8453158,15017957.27,-33.84159792,
4527.T,450.1806946,6400,435.3692017,-94793.55469,-3.29,2012-04-17,2012-05-11,17,39.99979082,34.63896498,635.3111213,14923163.72,-34.25919067,
8252.T,513.1542969,5600,468.292572,-251225.6592,-8.74,2012-04-18,2012-05-11,16,15.23816357,11.64347757,637.7531424,14671938.06,-35.36591164,
9697.T,382.7165527,15800,351.9090271,-486758.905,-8.05,2012-05-10,2012-05-15,3,43.59268906,26.35619714,510.9777881,14185179.15,-37.51022399,
2181.T,6.414929867,495500,5.917944908,-246256.047,-7.75,2012-05-02,2012-05-17,11,85.53297164,75.81724292,330.7433873,13938923.11,-38.5950524,
3738.T,462.7545471,2900,465.4411316,7791.094971,0.58,2012-05-24,2012-05-30,4,35.59314032,32.99801874,622.514349,13946714.2,-38.56073039,
3774.T,320.9120789,2900,324.5437622,10531.88171,1.13,2012-05-17,2012-06-04,12,33.20806982,31.1255548,601.6541846,13957246.08,-38.51433444,
8570.T,1004.600647,1100,999.3052979,-5824.884033,-0.53,2012-05-22,2012-06-12,15,21.06678346,17.23562106,558.1438958,13951421.2,-38.53999472,
6965.T,1154.558716,6400,1156.788574,14271.09375,0.19,2012-06-05,2012-06-14,7,4.827540042,4.613583742,598.3712911,13965692.29,-38.47712646,
8892.T,25.14783669,300,28.74723816,1079.820442,14.31,2012-06-11,2012-06-19,6,52.37391598,42.60372066,5.759231238,13966772.11,-38.47236955,
3092.T,327.4906311,22600,302.1236877,-573292.9199,-7.75,2012-06-18,2012-06-26,6,17.69237421,10.43845624,352.2599471,13393479.19,-40.99788902,
